customer_id,age,income,region,education,satisfaction_level,signup_date,total_purchases,total_spent,avg_order_value,last_purchase_date,purchased,product_id,price,rating,first_name,last_name,phone_verified,loyalty_tier,days_since_signup,days_since_last_purchase,customer_numeric_id,customer_id_flag_suffix,region_label,loyalty_tier_label,gender_Female,gender_Male,gender_Other,category_Apparel,category_Beauty,category_Books,category_Electronics,category_Home & Kitchen,category_Sports,category_Toys,education_ordinal,satisfaction_ordinal,income_group,income_group_encoded,age_standard,income_standard,total_spent_standard,avg_order_value_standard,price_standard,purchase_per_day,income_log,income_sqrt,days_since_signup_reciprocal,total_spent_yeojohnson,income_boxcox,income_binned_quantile,frequent_buyer
CUST0020,41.0,24672.3,South,Bachelors,Low,2024-05-17,4,292.0,73.0,2024-03-15,1,P031,126.52,3.6,Taylor,Davis,False,Silver,15,78,20,0,3,3,True,False,False,False,False,True,False,False,False,False,1,0,Low,0,-0.2619084433279172,-1.655874846830846,-0.33634765480222556,-0.2959528799478597,-0.6079758916335122,0.26666666666666666,10.113476966284905,157.0741862942476,0.06666662222225185,-0.15151724269507438,-1.7787236335596914,Q1,0
CUST0021,61.0,41536.54,Central,High School,Very High,2021-02-24,6,465.44,77.57333333333334,2024-04-24,1,P020,209.32,3.2,Morgan,Garcia,True,Gold,1193,38,21,0,0,1,False,True,False,False,False,False,False,True,False,False,0,3,Low,0,0.8134259437960665,-0.817250478445137,0.15785107477470595,-0.25460500494237054,-0.02249627640410682,0.005029337803855826,10.63435287564764,203.80515204479008,0.0008382229602831269,0.5138399530567646,-0.796983127314783,Q1,1
CUST0022,47.0,16501.59,Central,High School,High,2024-02-24,5,401.94,80.388,2024-05-26,1,P024,473.72,3.4,Jamie,Johnson,False,Silver,98,6,22,0,0,3,True,False,False,False,True,False,False,False,False,False,0,2,Low,0,0.06069187280927792,-2.0621876431983552,-0.02308538352865632,-0.2291573769142109,1.8470787268163618,0.05102040816326531,9.711272617267188,128.45851470416432,0.010204080591420348,0.3021103064235463,-2.3232078984882114,Q1,1
C0023X,55.0,90946.15,South,High School,Medium,2022-02-12,2,118.15,59.075,2024-04-08,1,P024,473.72,3.4,Jordan,Garcia,False,Bronze,840,54,23,1,3,0,True,False,False,False,True,False,False,False,False,False,0,1,Very High,3,0.4908256276588714,1.6397889718019072,-0.8317146355272574,-0.4218499264751416,1.8470787268163618,0.002380952380952381,11.418033847556444,301.5727938657597,0.0011904761763038552,-1.3798762995002212,1.570238577860983,Q4,0
CUST0024,19.0,90711.86,North,High School,Very High,2024-08-23,4,415.9,103.975,2023-07-22,1,P012,15.62,4.1,Avery,Moore,True,Bronze,-83,315,24,0,2,0,True,False,False,False,False,True,False,False,False,False,0,3,Very High,3,-1.4447762691642991,1.628138206438684,0.016692143367641844,-0.015905410204049526,-1.3921508835289356,-0.04819277108433735,11.415454412160576,301.1840965256964,-0.012048194222674002,0.3511957425774417,1.5600813633429473,Q4,0
CUST0025,38.0,66279.09,West,Bachelors,High,2024-01-22,4,495.31999999999994,123.82999999999998,2024-01-11,1,P040,147.94,4.8,Taylor,Moore,False,Gold,131,142,25,0,4,1,False,True,False,False,False,False,False,True,False,False,1,2,High,2,-0.4232086013965147,0.4131462287887392,0.2429909389338312,0.16360524392874626,-0.4565148607372095,0.030534351145038167,11.101644829415257,257.4472567342678,0.007633587203542961,0.604324899263724,0.45371081520836926,Q3,0
CUST0026,50.0,36772.87,South,Bachelors,High,2023-05-10,3,161.24,53.74666666666667,2023-09-26,1,P017,336.17,3.8,Morgan,Lee,True,Gold,388,249,26,0,3,1,False,True,False,False,True,False,False,False,False,False,1,2,Low,0,0.22199203087787547,-1.0541381024915186,-0.7089342892549444,-0.47002381728875264,0.8744613225312807,0.007731958762886598,10.512542817601213,191.76253544423113,0.002577319521203105,-0.9670502053641926,-1.0601897088938774,Q1,0
CUST0027,29.0,98017.81,East,High School,Low,2022-03-28,1,41.93,40.63,2023-12-10,0,P039,70.18,4.9,Avery,Brown,False,Bronze,796,174,27,0,1,0,False,True,False,False,False,True,False,False,False,False,0,0,Very High,3,-0.9071090756023074,1.9914482461563097,-1.048895373352175,-0.5886126570457495,-1.0063565863439554,0.001256281407035176,11.49291467801033,313.0779615367393,0.0012562813912527463,-2.6839073518368712,1.8733822784671919,Q4,0
CUST0028,39.0,44120.54,North,PhD,Medium,2023-07-09,3,286.63,95.54333333333334,2024-05-27,1,P036,322.89,4.0,Morgan,Clark,True,Gold,328,5,28,0,2,1,False,True,False,False,False,False,True,False,False,False,3,1,Low,0,-0.36944188204031553,-0.6887534119951415,-0.35164889544929734,-0.0921367876285281,0.7805583117795112,0.009146341463414634,10.694703377563357,210.04889906876446,0.0030487803948542566,-0.17754732008541105,-0.6578737382578221,Q1,0
CUST0029,61.0,51162.27,East,High School,High,2024-04-21,6,354.28999999999996,59.048333333333325,2024-01-03,1,P016,16.58,3.5,Drew,Wilson,False,Silver,41,150,29,0,1,3,False,True,False,False,False,True,False,False,False,False,0,2,Mid,1,0.8134259437960665,-0.3385824956898294,-0.1588589620822818,-0.4220910219562233,-1.3853627140770004,0.14634146341463414,10.84277717077292,226.19078230555726,0.024390237953600496,0.1217308219649382,-0.29012860952089864,Q2,1
CUST-0030A,42.0,57871.6,North,Bachelors,Medium,2022-07-24,3,364.42,121.47333333333334,2024-01-15,1,P036,322.89,4.0,Alex,Wilson,True,Bronze,678,138,30,1,2,0,False,True,False,False,False,False,True,False,False,False,1,1,High,2,-0.20814172397171798,-0.004941155579555132,-0.1299946105450681,0.14229843078816282,0.7805583117795112,0.004424778761061947,10.96599932184618,240.56516788595974,0.0014749262319332414,0.16188769249965393,0.04688080807845321,Q3,0
CUST0031,150.0,63127.29,West,Bachelors,Low,2021-01-14,1,115.11,115.11,2024-04-01,1,P021,57.84,4.5,Sam,Miller,False,Bronze,1234,61,31,0,4,0,False,True,False,False,True,False,False,False,False,False,1,0,High,2,5.598663966497794,0.25641362273723173,-0.8403767903814657,0.08476702161507327,-1.093612847840705,0.0008103727714748784,11.052924284031404,251.25144775702287,0.0008103727649078382,-1.414041477240047,0.30304573838361065,Q3,0
CUST0032,44.0,66588.45,North,Bachelors,High,2021-11-23,4,518.52,129.63,2024-04-01,1,P034,369.95,3.9,Riley,Miller,False,Platinum,921,61,32,0,2,2,False,True,False,False,False,False,False,False,True,False,1,2,High,2,-0.10060828525931963,0.42853007262657616,0.3090968575580519,0.21604351106398764,1.113320035121248,0.004343105320304018,11.106301435572135,258.0473793705334,0.0010857763182869021,0.6711488223834273,0.46838659879865197,Q3,0
CUST0033,51.6,39551.552,Central,High School,Low,2023-05-16,4,212.26999999999998,53.067499999999995,2024-05-09,1,P036,322.89,4.0,Avery,Davis,False,Gold,382,23,33,0,0,1,True,False,False,False,False,False,True,False,False,False,0,0,Low,0,0.30801878184779424,-0.9159598959909743,-0.5635297622121008,-0.4761642178225489,0.7805583117795112,0.010471204188481676,10.585385497030654,198.87571998612603,0.0026178009785915975,-0.5938723505387925,-0.9055428845394382,Q1,0
CUST0034,45.0,52398.57,East,Bachelors,High,2022-11-28,3,263.27,87.75666666666666,2024-04-10,1,P037,77.01,4.6,Taylor,Moore,False,Platinum,551,52,34,0,1,2,False,True,False,True,False,False,False,False,False,False,1,2,Mid,1,-0.04684156590312044,-0.2771038102207389,-0.4182107169605815,-0.1625366681043464,-0.958061589097375,0.0054446460980036296,10.866653664168593,228.907339331879,0.0018148819997299093,-0.2963181945910034,-0.22711571620549906,Q2,0
CUST0035,33.0,67025.82,North,Bachelors,Very High,2022-07-24,2,279.13,139.565,2024-01-08,1,P029,197.28,2.6,Avery,Lee,False,Platinum,678,145,35,0,2,2,False,True,False,False,False,False,False,True,False,False,1,3,High,2,-0.6920421981775107,0.4502795935063114,-0.3730193432804031,0.3058666462344398,-0.10763123494712658,0.0029498525073746312,11.112848116782493,258.8934529879039,0.0014749262319332414,-0.21466963001363018,0.4891016197131889,Q3,0
CUST0036,32.0,51594.26,West,PhD,Very High,2021-11-15,3,212.31,70.77,2024-04-04,1,P031,126.52,3.6,Sam,Wilson,False,Platinum,929,58,36,0,4,2,False,True,False,False,False,True,False,False,False,False,3,3,Mid,1,-0.7458089175337098,-0.3171005112719756,-0.5634157864903349,-0.31611448955330596,-0.6079758916335122,0.0032292787944025836,10.851185086785106,227.14369901012003,0.0010764262532139263,-0.5936140160351954,-0.268061218608494,Q2,0
CUST0037,64.0,65427.46,South,Bachelors,Medium,2022-03-17,6,693.45,115.575,2024-04-02,1,P040,147.94,4.8,Jamie,Brown,True,Silver,807,60,37,0,3,3,False,True,False,False,False,False,False,True,False,False,1,1,High,2,0.974726101864664,0.37079640034415356,0.8075411827707633,0.08897112406643315,-0.4565148607372095,0.007434944237918215,11.08871261098279,255.78791996495846,0.0012391573576312595,1.1006243162434521,0.41320786480599114,Q3,1
CUST0038,68.0,63951.25,West,PhD,Very High,2022-11-21,3,204.47,68.15666666666667,2023-12-28,1,P028,473.1,3.0,Jordan,Clark,False,Gold,558,156,38,0,4,1,False,False,True,False,False,False,False,False,True,False,3,3,High,2,1.1897929792894608,0.2973874783379044,-0.5857550279564507,-0.3397418466992997,1.842694700711987,0.005376344086021506,11.065891990125351,252.88584381099707,0.0017921146632237516,-0.6451302356492781,0.3426384688878344,Q3,0
CUST0039,61.0,68731.25,South,Bachelors,Low,2021-07-29,3,176.32000000000002,88.16000000000001,2024-01-31,1,P005,228.93,4.7,Riley,Lee,True,Gold,1038,122,39,0,3,1,False,True,False,False,False,False,False,False,False,True,1,0,High,2,0.8134259437960665,0.5350871600836392,-0.6659654421492011,-0.1588900989529875,0.11616622667135994,0.002890173410404624,11.137973800375972,262.1664547572782,0.0009633911275203168,-0.8465445835367227,0.5695068858052299,Q3,0
CUST0040,69.0,48665.255999999994,North,Masters,Low,2021-07-09,4,1146.27,286.5675,2024-04-26,1,P039,70.18,4.9,Casey,Wilson,False,Bronze,1058,36,40,0,2,0,True,False,False,False,False,True,False,False,False,False,2,0,Mid,1,1.24355969864566,-0.4627539252117216,2.0978033410216055,1.6349280883979413,-1.0063565863439554,0.003780718336483932,10.792741173630596,220.60203081567494,0.0009451795751873386,1.864214260005049,-0.41875533350027344,Q2,0
CUST0041,42.2,47036.22,West,Bachelors,High,2023-02-18,5,426.08,85.216,2023-10-28,1,P038,242.83,2.9,Sam,Wilson,False,Gold,469,217,41,0,4,1,False,False,True,False,False,False,False,False,True,False,1,2,Mid,1,-0.19738838010047802,-0.5437625734862703,0.04569896455706277,-0.1855070400643929,0.21445326352750413,0.010660980810234541,10.758694482186659,216.87835300001703,0.0021321961165843045,0.3860347179763412,-0.503695049844762,Q2,1
CUST0042,54.0,63256.78,West,Masters,Medium,2021-07-18,2,161.47,80.735,2024-03-09,1,P019,162.38,4.8,Jamie,Wilson,True,Silver,1049,84,42,0,4,3,True,False,False,False,False,False,False,False,True,False,2,1,High,2,0.4370589083026722,0.2628528971701302,-0.7082789288547906,-0.22602012196663704,-0.35440947856435184,0.0019065776930409914,11.05497340297797,251.50900580297318,0.0009532888374328996,-0.9651352709144292,0.3092777719197836,Q3,0
CUST0043,68.0,66761.2,North,High School,Medium,2023-01-06,6,604.02,100.67,2024-05-19,1,P017,336.17,3.8,Morgan,Davis,True,Silver,512,13,43,0,2,3,True,False,False,False,True,False,False,False,False,False,0,1,High,2,1.1897929792894608,0.43712057890724054,0.5527199628326578,-0.04578618139059644,0.8744613225312807,0.01171875,11.108892331097394,258.38188791012425,0.001953124961853028,0.895537989886638,0.476573171589686,Q3,1
CUST0044,24.0,31759.76,West,Bachelors,High,2022-12-06,4,306.57,76.6425,2023-10-05,1,P038,242.83,2.9,Drew,Johnson,False,Bronze,543,240,44,0,4,0,True,False,False,False,False,False,False,False,True,False,1,2,Low,0,-1.1759426723833033,-1.303429870599544,-0.2948319981489974,-0.2630207440788741,0.21445326352750413,0.007366482504604052,10.3659868445458,178.21268192808276,0.0018416205922353482,-0.08306670504592815,-1.3480520164678664,Q1,0
CUST-0045A,38.0,50067.2,South,Bachelors,Medium,2024-05-21,5,495.51,99.102,2023-11-05,1,P027,171.78,3.4,Casey,Moore,True,Bronze,11,209,45,1,3,0,False,False,True,False,False,False,False,False,False,True,1,1,Mid,1,-0.4232086013965147,-0.3930381003947042,0.24353232361221935,-0.05996259567819269,-0.2879419860141536,0.45454545454545453,10.821141355007324,223.75701106334074,0.09090900826453795,0.6048838731442455,-0.3463102399287251,Q2,1
C0046X,26.0,65946.05,West,Masters,Medium,2022-06-26,7,540.03,77.14714285714285,2023-12-19,1,P034,369.95,3.9,Morgan,Moore,False,Platinum,706,165,46,1,4,2,True,False,False,False,False,False,False,False,True,False,2,1,High,2,-1.068409233670905,0.39658482669489026,0.3703873019376632,-0.2584582273632278,1.113320035121248,0.009915014164305949,11.096607426288296,256.79963006203883,0.001416430574838094,0.7306682527583888,0.4378896053165134,Q3,1
CUST0047,56.0,85767.26,East,Bachelors,Medium,2021-03-30,3,359.83000000000004,119.94333333333334,2024-02-18,1,P032,69.83,3.6,Avery,Miller,False,Silver,1159,104,47,0,1,3,True,False,False,False,False,True,False,False,False,False,1,1,Very High,3,0.5445923470150705,1.3822533013424578,-0.14307332461770478,0.12846557756110777,-1.0088314397899734,0.0025884383088869713,11.359404286965116,292.8604787266455,0.0008628127621845319,0.1438223105093375,1.3439139189697051,Q4,0
CUST0048,35.0,69848.2,Central,Masters,High,2023-07-30,4,342.37,85.5925,2024-03-31,1,P039,70.18,4.9,Drew,Lee,True,Platinum,307,62,48,0,0,2,True,False,False,False,False,True,False,False,False,False,2,2,High,2,-0.5845087594651123,0.5906308127041199,-0.19282372716851914,-0.18210307324087244,-1.0063565863439554,0.013029315960912053,11.154093911505704,264.28810037532907,0.003257328884126095,0.07309014658653193,0.6218558935760834,Q3,0
CUST0049,21.0,52968.89199999999,South,High School,High,2024-01-04,3,300.69,100.23,2023-10-09,1,P027,171.78,3.4,Riley,Johnson,False,Silver,149,236,49,0,3,3,True,False,False,False,False,False,False,False,False,True,0,2,Mid,1,-1.3372428304519008,-0.2487428566867244,-0.3115864292485844,-0.049764256828442315,-0.2879419860141536,0.020134228187919462,10.877478955646556,230.1497164890715,0.0067114089455430235,-0.11032024493442229,-0.198191624416122,Q2,0
CUST0050,42.0,47829.28,East,Masters,Medium,2021-09-13,3,505.52,168.50666666666666,2024-01-29,1,P039,70.18,4.9,Avery,Miller,True,Platinum,992,124,50,0,1,2,True,False,False,False,False,True,False,False,False,False,2,1,Mid,1,-0.20814172397171798,-0.5043253120625734,0.2720547479841352,0.5675305855457803,-1.0063565863439554,0.0030241935483870967,10.775414190723692,218.699062640881,0.0010080645059670917,0.6340549941759731,-0.4622399927741135,Q2,0
CUST0051,31.0,59503.43,North,Masters,Medium,2023-02-15,4,196.02,49.005,2024-01-17,1,P033,75.33,3.8,Avery,Davis,True,Silver,472,136,51,0,2,3,False,True,False,False,False,False,False,True,False,False,2,1,High,2,-0.7995756368899091,0.07620643263449146,-0.6098323991794966,-0.5128936075185692,-0.9699408856382616,0.00847457627118644,10.993806042543689,243.93324906621484,0.0021186440229100842,-0.7027451263227552,0.1271081026487556,Q3,0
CUST0052,67.0,69503.24,South,Masters,Medium,2021-06-11,4,335.67,83.9175,2023-09-28,1,P032,69.83,3.6,Jordan,Johnson,True,Platinum,1086,247,52,0,3,2,False,True,False,False,False,True,False,False,False,False,2,1,High,2,1.1360262599332616,0.5734766532449135,-0.21191466056430694,-0.19724688314630848,-1.0088314397899734,0.003683241252302026,11.149143036886265,263.63467146792357,0.0009208103045965902,0.045055670903620795,0.6057142733626303,Q3,0
CUST0053,26.0,13125.67,Central,Bachelors,Low,2024-02-05,4,271.92,67.98,2024-02-03,1,P013,208.99,3.3,Sam,Clark,True,Platinum,117,119,53,0,0,2,False,True,False,True,False,False,False,False,False,False,1,0,Low,0,-1.068409233670905,-2.2300652811897903,-0.39356346712870605,-0.3413391042614651,-0.024829709653209412,0.03418803418803419,9.482401317460983,114.56731645630877,0.008547007816495058,-0.2512391974465662,-2.570127271659449,Q1,0
CUST0054,43.0,82194.46,Central,Bachelors,High,2022-08-24,3,222.22,74.07333333333334,2024-05-10,1,P031,126.52,3.6,Casey,Moore,False,Platinum,647,22,54,0,0,2,False,True,False,False,False,True,False,False,False,False,1,2,Very High,3,-0.1543750046155188,1.2045852212292447,-0.5351783014228337,-0.2862487868343265,-0.6079758916335122,0.00463678516228748,11.316855348375423,286.6957620893619,0.0015455950302071867,-0.5309609211817162,1.1854810470124963,Q4,0
CUST0055,19.0,21503.62,North,PhD,Medium,2024-07-11,3,281.33,93.77666666666666,2023-09-22,1,P029,197.28,2.6,Jordan,Garcia,True,Platinum,-40,253,55,0,2,2,False,True,False,False,False,False,False,True,False,False,3,1,Low,0,-1.4447762691642991,-1.8134468609634982,-0.36675067858327876,-0.10810936325018218,-0.10763123494712658,-0.075,9.976023074752485,146.64112656413957,-0.025000006250001563,-0.20368546718451455,-1.9825778721191438,Q1,0
CUST0056,37.0,72944.92,North,High School,Medium,2024-06-20,11,1030.01,93.63727272727273,2024-05-25,1,P040,147.94,4.8,Sam,Clark,False,Platinum,-19,7,56,0,2,2,False,True,False,False,False,False,False,True,False,False,0,1,Very High,3,-0.4769753207527139,0.7446244023391935,1.7665329057090244,-0.10936963508310846,-0.4565148607372095,-0.5789473684210527,11.197473623668563,270.08317237473346,-0.05263160664821402,1.6994677675971428,0.7657495150051099,Q4,1
CUST0057,36.2,67362.97,South,Bachelors,High,2023-01-11,2,407.54,203.77,2023-10-18,1,P020,209.32,3.2,Casey,Wilson,True,Bronze,507,227,57,0,3,0,True,False,False,False,False,False,False,True,False,False,1,2,High,2,-0.5199886962376731,0.4670453775440882,-0.007128782481430608,0.8863492223410205,-0.02249627640410682,0.0039447731755424065,11.11786558423412,259.5437728014294,0.0019723865488681155,0.3219880445422085,0.5050433910783461,Q3,0
CUST0058,64.0,12887.33,West,Bachelors,High,2024-03-28,3,248.32999999999998,82.77666666666666,2023-11-23,1,P023,185.73,4.4,Sam,Brown,True,Silver,65,191,58,0,4,3,False,True,False,False,False,False,False,False,False,True,1,2,Low,0,0.974726101864664,-2.241917444818928,-0.4607806490401442,-0.20756124919632948,-0.18930139866572127,0.046153846153846156,9.464077529743156,113.52237664883519,0.015384613017751844,-0.37751488021071866,-2.5882107720767946,Q1,0
